Posted On,BHK,Rent,Size,Offered Floor,Total Floors,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent per Sq M,Avg Rent in Locality
2022-07-07,3,85000,1000,5,11,Carpet Area,"Lodha Eternis, Chakala MIDC",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,85.0,85000.0
2022-07-03,3,75000,1255,13,17,Carpet Area,Bhakti Park,Mumbai,Furnished,Bachelors/Family,3,Contact Owner,59.76,60666.67
2022-07-06,2,95000,955,35,40,Carpet Area,"Lodha New Cuffe Parade, Bhakti Park",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,99.48,88000.0
2022-07-09,3,180000,1250,12,13,Carpet Area,"Ekta Trinity, Santacruz West",Mumbai,Semi-Furnished,Family,3,Contact Agent,144.0,180000.0
2022-07-06,4,90000,1250,3,7,Carpet Area,Andheri West,Mumbai,Furnished,Family,4,Contact Agent,72.0,61000.0
2022-07-09,3,140000,1400,12,13,Carpet Area,"Insignia, Bandra Kurla Complex",Mumbai,Semi-Furnished,Family,3,Contact Agent,100.0,140000.0
2022-07-09,2,65000,800,11,14,Carpet Area,Andheri West,Mumbai,Unfurnished,Family,2,Contact Agent,81.25,61000.0
2022-07-09,2,35000,615,7,14,Carpet Area,"Aspire, Thakur Village, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent,56.91,35000.0
2022-07-08,2,90000,854,16,20,Carpet Area,"Kanakia Paris, Bandra Kurla Complex",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,105.39,89000.0
2022-07-09,3,120000,1130,4,7,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,106.19,127586.21
2022-07-06,2,130000,700,8,10,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,185.71,127586.21
2022-07-04,3,90000,1110,10,55,Carpet Area,"Omkar Alta Monte, Kurar Village",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,81.08,85000.0
2022-07-09,2,62000,650,12,25,Carpet Area,Jacob Circle,Mumbai,Unfurnished,Family,2,Contact Agent,95.38,62000.0
2022-07-04,3,80000,1110,50,55,Carpet Area,"Omkar Alta Monte, Kurar Village",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,72.07,85000.0
2022-07-09,4,200000,2200,12,20,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,90.91,103833.33
2022-07-06,2,79500,750,18,20,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Semi-Furnished,Family,2,Contact Agent,106.0,80500.0
2022-07-06,3,84500,889,8,27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,95.05,86500.0
2022-07-06,1,35000,480,2,7,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,Family,2,Contact Agent,72.92,103833.33
2022-07-06,1,26000,434,6,22,Carpet Area,"Samarth Srishti, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,59.91,26000.0
2022-07-07,3,130000,937,17,27,Carpet Area,"Runwal Elegante, Andheri West",Mumbai,Furnished,Family,2,Contact Agent,138.74,130000.0
2022-07-09,3,180000,1500,16,20,Carpet Area,"Purushottam Towers, Dadar West",Mumbai,Furnished,Bachelors/Family,4,Contact Agent,120.0,180000.0
2022-07-09,2,63000,888,13,20,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,70.95,60016.67
2022-07-06,1,30000,360,5,20,Carpet Area,"Antop Hill, Wadala",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,83.33,30000.0
2022-07-09,2,38000,661,18,36,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,57.49,41750.0
2022-07-06,1,26000,450,10,20,Carpet Area,"Ratan Silicon Park, Jankalyan Nagar",Mumbai,Unfurnished,Family,2,Contact Agent,57.78,26000.0
2022-07-09,3,65000,1050,4,62,Carpet Area,"Alpine, Kandivali East",Mumbai,Unfurnished,Bachelors,3,Contact Agent,61.9,65000.0
2022-07-06,3,85000,920,5,13,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Family,3,Contact Agent,92.39,48000.0
2022-07-07,1,40000,450,9,13,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,88.89,61000.0
2022-07-07,1,23000,440,1,4,Carpet Area,in Kandivali West,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,52.27,23000.0
2022-07-06,1,25000,444,8,17,Carpet Area,"Srishti Solitaire, Bhandup Industrial Estate",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,56.31,25000.0
2022-07-06,2,60000,888,6,20,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,67.57,60016.67
2022-07-06,2,85000,1200,37,45,Carpet Area,"Crescent Bay T3, Bhoiwada",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,70.83,85000.0
2022-07-07,2,65000,950,10,28,Carpet Area,"Vishnu Shivam Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,68.42,65000.0
2022-07-09,1,33000,460,11,25,Carpet Area,"Conwood Astoria, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,71.74,33000.0
2022-07-09,2,66000,750,3,8,Carpet Area,"Sundar Nagar, Kalina",Mumbai,Unfurnished,Family,2,Contact Agent,88.0,44000.0
2022-07-09,4,140000,2000,7,45,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,Family,4,Contact Agent,70.0,92500.0
2022-07-06,4,260000,2046,23,52,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,127.08,172500.0
2022-07-09,3,80000,1100,49,54,Carpet Area,"Alpine Shapoorji Pallonji, Thakur Village, Kandivali East",Mumbai,Unfurnished,Family,3,Contact Agent,72.73,80000.0
2022-07-07,1,23000,410,5,7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,56.1,22833.33
2022-07-07,2,55000,650,9,18,Carpet Area,"White Lily Apartment, Bhandup East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,84.62,55000.0
2022-07-09,2,45000,850,10,12,Carpet Area,"Eco Residency, Andheri East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,52.94,45000.0
2022-07-09,2,90000,777,20,22,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,115.83,80500.0
2022-07-06,2,43000,771,16,37,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,55.77,44000.0
2022-07-07,1,22000,400,4,7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,55.0,22833.33
2022-07-04,1,26000,390,0,7,Carpet Area,"Greenfields CHS, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,66.67,26000.0
2022-07-06,2,49500,650,6,16,Carpet Area,Juhu Versova Link Road,Mumbai,Unfurnished,Family,2,Contact Agent,76.15,49500.0
2022-07-09,2,46700,800,3,7,Carpet Area,"Milap CHS, Seven Bungalows",Mumbai,Unfurnished,Family,2,Contact Agent,58.38,46700.0
2022-07-06,3,90000,967,15,33,Carpet Area,"Romell Aether, Goregaon East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,93.07,90000.0
2022-07-07,2,22000,640,21,22,Carpet Area,Mahajan Wadi,Mumbai,Semi-Furnished,Family,2,Contact Agent,34.38,22000.0
2022-07-09,3,120000,1200,15,35,Carpet Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,100.0,38666.67
2022-07-06,2,45000,771,21,37,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,58.37,44000.0
2022-07-09,2,80000,800,8,22,Carpet Area,"Hiranandani Castle Rock, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,100.0,80000.0
2022-07-09,4,210000,2000,27,28,Carpet Area,Vikhroli,Mumbai,Unfurnished,Bachelors,5,Contact Agent,105.0,210000.0
2022-07-09,1,30000,330,14,40,Carpet Area,Malad East,Mumbai,Furnished,Family,1,Contact Agent,90.91,25500.0
2022-07-06,2,50000,600,10,11,Carpet Area,"K Raheja Maple Leaf, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,83.33,52500.0
2022-07-04,2,29000,670,7,8,Carpet Area,Amar Nagar,Mumbai,Unfurnished,Family,2,Contact Owner,43.28,29000.0
2022-07-06,2,45000,650,11,18,Carpet Area,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,69.23,59857.14
2022-07-09,2,190000,895,33,46,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,212.29,190000.0
2022-07-04,2,75000,750,5,13,Carpet Area,"Utkarsh CHS, Prabhadevi",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,100.0,75000.0
2022-07-06,2,70000,660,1,6,Carpet Area,Azad Nagar Colaba,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,106.06,70000.0
2022-07-09,3,150000,1100,10,16,Carpet Area,"Badrinath Tower, Amit Nagar",Mumbai,Furnished,Family,3,Contact Agent,136.36,150000.0
2022-07-09,1,45000,450,6,7,Carpet Area,Mahim West,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,100.0,54020.5
2022-07-09,3,65000,1100,10,20,Carpet Area,"Raheja Heights, Malad East",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,59.09,55000.0
2022-07-06,1,22000,450,5,7,Carpet Area,Charkop Sector 6,Mumbai,Semi-Furnished,Family,2,Contact Agent,48.89,22000.0
2022-07-09,2,55000,950,8,10,Carpet Area,"Valentine Apartments, Gokuldham",Mumbai,Semi-Furnished,Family,2,Contact Agent,57.89,55000.0
2022-07-07,2,110000,875,13,14,Carpet Area,Bandra West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,125.71,127586.21
2022-07-07,2,90000,900,61,71,Carpet Area,"Lodha Venezia, Parel",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,100.0,90000.0
2022-07-09,2,70000,760,10,22,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,92.11,106000.0
2022-07-09,3,140000,1100,7,12,Carpet Area,Waterfield Road,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,127.27,110000.0
2022-07-07,2,32000,590,8,12,Carpet Area,"Saaga Mrunali CHS, Shantivan",Mumbai,Unfurnished,Family,2,Contact Agent,54.24,32000.0
2022-07-06,2,78000,600,15,22,Carpet Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,130.0,61000.0
2022-07-06,2,45000,670,18,22,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,67.16,50631.58
2022-04-28,1,30000,570,1,3,Carpet Area,Kurla West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,52.63,24000.0
2022-04-27,3,61000,1550,6,20,Carpet Area,"Lovedale Residences, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner,39.35,61000.0
2022-04-29,1,15000,225,1,4,Carpet Area,Shrikrupa Society,Mumbai,Unfurnished,Bachelors,1,Contact Owner,66.67,15000.0
2022-04-29,2,40000,710,4,4,Carpet Area,Anushakti Nagar,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,56.34,40000.0
2022-04-29,1,25000,400,0,7,Carpet Area,shanti kutir tunga village powai,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,62.5,25000.0
2022-04-13,3,260000,1800,11,11,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,4,Contact Agent,144.44,198000.0
2022-04-27,1,15000,270,15,16,Carpet Area,chakala andheri east,Mumbai,Unfurnished,Bachelors,2,Contact Owner,55.56,15000.0
2022-07-09,3,230000,1915,4,18,Super Area,"Ashok tower, Parel",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,120.1,230000.0
2022-07-07,2,65000,935,3,4,Super Area,in Matunga West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,69.52,65000.0
2022-07-04,1,30000,550,3,4,Super Area,"Jumbo Darshan , Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,54.55,30000.0
2022-07-09,1,40000,500,4,6,Super Area,"7 Bungalow, Seven Bungalows",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,80.0,63333.33
2022-07-04,2,17000,1000,4,7,Super Area,"holy complex ,Mira Road, Mumbai",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,17.0,17000.0
2022-07-07,2,33000,825,13,13,Super Area,Mulund East,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,40.0,36666.67
2022-07-09,3,130000,1800,11,16,Super Area,Lokhandwala Complex,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,72.22,70000.0
2022-07-09,2,75000,1000,4,15,Super Area,"7 Bungalow, Seven Bungalows",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,75.0,63333.33
2022-07-05,1,35000,350,3,3,Super Area,Dadar West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,100.0,35000.0
2022-07-04,1,6000,200,1,5,Super Area,"Sonal Apartment, Bhandari Compound",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,30.0,6000.0
2022-07-06,3,260000,1915,9,23,Super Area,"Ashford Casa Grande, Lower Parel",Mumbai,Semi-Furnished,Family,4,Contact Agent,135.77,260000.0
2022-07-06,2,45000,750,3,8,Super Area,Andheri East,Mumbai,Furnished,Bachelors,2,Contact Owner,60.0,38571.43
2022-07-07,1,35000,415,3,7,Super Area,Andheri East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,84.34,38571.43
2022-07-07,1,40000,500,14,14,Super Area,"Manavsthal, Andheri East",Mumbai,Furnished,Bachelors/Family,2,Contact Owner,80.0,40000.0
2022-07-07,1,28500,565,2,8,Super Area,Kandivali East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,50.44,26750.0
2022-07-07,3,100000,2000,26,50,Super Area,"Auris Serenity, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,50.0,74000.0
2022-07-09,1,36000,585,11,14,Super Area,"Odyssey Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,61.54,36000.0
2022-07-07,1,21000,385,1,5,Super Area,in Santacruz East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,54.55,21000.0
2022-07-06,3,80000,1800,11,13,Super Area,"Sabari Palm View, Chembur",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,44.44,77500.0
2022-07-07,1,20000,465,4,4,Super Area,in Borivali East,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner,43.01,20000.0
2022-07-09,2,45000,965,20,27,Super Area,Bhakti Park,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,46.63,60666.67
2022-07-02,1,7500,630,4,12,Super Area,"Sumit Greendale, Chikhal Dongari",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,11.9,7500.0
2022-07-04,1,22000,500,4,4,Super Area,"Madhugiri Society, Chembur",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,44.0,22000.0
2022-04-29,2,40000,650,1,4,Super Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,61.54,61000.0
2022-04-29,2,24000,600,2,5,Super Area,Mulund West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,40.0,33000.0
2022-04-29,2,50000,950,5,8,Super Area,Ghatkopar East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,52.63,48000.0
2022-04-29,2,50000,1200,3,4,Super Area,Andheri East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,41.67,38571.43
2022-04-29,1,34000,656,17,23,Super Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,51.83,50631.58
2022-04-29,1,21000,650,7,10,Super Area,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,32.31,27400.0
2022-04-29,1,27000,550,5,15,Super Area,"Raj Hill, Borivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,49.09,27000.0
2022-04-29,1,20000,800,4,4,Super Area,in Byculla,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,25.0,20000.0
2022-04-29,1,10000,225,8,8,Super Area,Kanjurmarg East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,44.44,15666.67
2022-04-29,1,28000,525,3,8,Super Area,"Balkrishna, Goregaon East",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,53.33,28000.0
2022-04-29,1,25000,596,2,7,Super Area,Kandivali West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,41.95,23833.33
2022-04-29,1,15000,375,14,16,Super Area,Kanjurmarg East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,40.0,15666.67
2022-04-29,3,100000,1740,22,22,Super Area,Powai,Mumbai,Furnished,Bachelors/Family,4,Contact Owner,57.47,79750.0
2022-04-29,3,40000,1200,3,4,Super Area,Kandivali West,Mumbai,Semi-Furnished,Family,2,Contact Owner,33.33,23833.33
2022-04-29,1,11000,650,19,19,Super Area,Mira Road,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,16.92,14500.0
2022-04-29,1,18000,450,3,4,Super Area,"Nem Vihar, Mulund West",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,40.0,18000.0
2022-04-29,2,65000,935,3,7,Super Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,69.52,61000.0
2022-04-29,1,33000,640,12,23,Super Area,Bhandup West,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,51.56,27400.0
2022-04-29,2,40000,700,4,6,Super Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,57.14,61000.0
2022-04-29,2,50000,750,1,5,Super Area,D.N. Nagar,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,66.67,50000.0
2022-04-27,2,18000,882,11,22,Super Area,"DB Ozone, Mira Road",Mumbai,Unfurnished,Bachelors,2,Contact Owner,20.41,17500.0
2022-04-27,2,27000,900,1,4,Super Area,Mahatama Gandhi Road,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner,30.0,27000.0
2022-04-28,1,6000,500,9,10,Super Area,Naigaon East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.0,6000.0
2022-04-29,1,18500,229,6,9,Super Area,Vile Parle,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,80.79,18500.0
2022-04-29,1,26000,649,3,4,Super Area,"Uttam Society, Chembur",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,40.06,26000.0
2022-04-28,1,20000,265,7,7,Super Area,Mazgaon,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,75.47,27000.0
2022-04-28,1,36000,540,3,3,Super Area,in Mahim West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,66.67,36000.0
2022-04-28,1,34000,560,4,7,Super Area,Serenity Complex,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,60.71,34000.0
2022-04-28,1,25000,641,4,8,Super Area,Borivali West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,39.0,29125.0
2022-06-23,3,25000,1350,6,14,Carpet Area,Kengeri Main Road,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner,18.52,25000.0
2022-06-16,2,13000,700,1,1,Carpet Area,"Vv Nagar, Bikasipura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,18.57,13000.0
2022-06-25,2,17000,900,2,2,Carpet Area,Babusahib Palya,Bangalore,Semi-Furnished,Family,2,Contact Owner,18.89,17000.0
2022-06-30,3,54000,1750,3,4,Carpet Area,"Jaya Nagar Block 1, Jayanagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,30.86,54000.0
2022-06-13,2,16000,600,2,2,Carpet Area,Girinagar,Bangalore,Unfurnished,Bachelors,2,Contact Owner,26.67,16000.0
2022-06-21,1,7000,450,2,2,Carpet Area,Jalahalli East,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,15.56,7000.0
2022-06-16,2,16000,950,1,2,Carpet Area,Ramamurthy Nagar,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,16.84,11750.0
2022-06-07,2,9500,530,2,3,Carpet Area,Byatarayanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,17.92,6333.33
2022-06-16,1,8000,300,1,2,Carpet Area,"Udayanagar Extension, Mahadevapura",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,26.67,8000.0
2022-06-06,1,10000,600,1,1,Carpet Area,"Jeevan Bima Nagar, Airport Road",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,16.67,10000.0
2022-06-26,1,9000,400,3,4,Carpet Area,Munnekollal,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,22.5,10500.0
2022-06-24,3,21000,1000,2,2,Carpet Area,"Vishweshwaraiah Layout, Annapurneshwari Nagar",Bangalore,Furnished,Bachelors/Family,3,Contact Owner,21.0,21000.0
2022-06-06,2,12000,900,1,1,Carpet Area,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent,13.33,9500.0
2022-06-06,1,7000,800,1,2,Carpet Area,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,1,Contact Agent,8.75,9500.0
2022-06-20,2,19000,1000,1,2,Carpet Area,"Rbi Layout, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,19.0,19000.0
2022-06-20,1,8000,400,1,2,Carpet Area,Hebbal,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,20.0,45136.36
2022-06-30,2,13000,1000,2,2,Carpet Area,Horamavu,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,13.0,21000.0
2022-06-04,2,13500,700,2,3,Carpet Area,Mathikere,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,19.29,14428.57
2022-06-16,3,20000,773,3,12,Carpet Area,Mysore Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,25.87,24333.33
2022-06-02,1,11000,600,2,4,Carpet Area,Hebbal,Bangalore,Unfurnished,Bachelors,2,Contact Owner,18.33,45136.36
2022-06-14,3,40000,1840,6,14,Carpet Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,21.74,21000.0
2022-06-20,3,30000,1600,3,4,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2,Contact Agent,18.75,33333.33
2022-06-28,2,15000,1100,3,4,Carpet Area,"Vishwapriya Nagar, Begur",Bangalore,Unfurnished,Bachelors,2,Contact Owner,13.64,15000.0
2022-06-02,4,63000,2650,17,34,Carpet Area,Kanakapura Road,Bangalore,Unfurnished,Bachelors,5,Contact Agent,23.77,33625.0
2022-06-20,1,11500,550,3,3,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,20.91,13384.62
2022-06-01,2,12000,600,3,4,Carpet Area,"Marutinagar,",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,20.0,12000.0
2022-06-16,1,10000,415,3,4,Carpet Area,"Jeevan Bima Nagar, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,24.1,10000.0
2022-06-04,3,56000,1900,7,16,Carpet Area,Jaya Nagar Block 3,Bangalore,Unfurnished,Bachelors,3,Contact Agent,29.47,56000.0
2022-06-09,2,25000,1100,3,5,Carpet Area,Seshadripuram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,22.73,18750.0
2022-06-22,1,7500,600,1,2,Carpet Area,"Banashankari Stage 3, Banashankari",Bangalore,Unfurnished,Bachelors,1,Contact Owner,12.5,10250.0
2022-06-12,2,21000,1100,3,5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,19.09,14642.86
2022-06-28,1,5500,600,2,2,Carpet Area,Hesaraghatta Main Road,Bangalore,Unfurnished,Bachelors,1,Contact Owner,9.17,5500.0
2022-06-30,2,19000,1221,3,5,Carpet Area,"Hosa Road, off Hosur Road",Bangalore,Unfurnished,Bachelors,2,Contact Owner,15.56,15000.0
2022-06-27,3,45000,1600,2,4,Carpet Area,Malleshwaram,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,28.12,37500.0
2022-06-04,2,20000,900,1,12,Carpet Area,Electronic City,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,22.22,13507.54
2022-06-16,1,11000,550,4,4,Carpet Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,20.0,19681.82
2022-06-16,2,20000,1150,3,4,Carpet Area,"Hennur, Hennur Bagalur Road",Bangalore,Furnished,Family,2,Contact Agent,17.39,18333.33
2022-06-02,2,14000,900,5,5,Carpet Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,15.56,20250.0
